"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.9515894831048e-16,1.55265869775339,0.578,0.269,6.30090180515216e-12,"0","Sox11"
1.9554471948238e-16,1.65341506414543,0.56,0.249,6.31335681320812e-12,"0","Unc5b"
2.07037919353841e-16,1.77391105375132,0.56,0.249,6.6844262642581e-12,"0","Dctd"
2.51046993340595e-16,1.51804104994834,0.586,0.276,8.10530322699444e-12,"0","Nkain3"
2.51842690039874e-16,1.05809856561877,0.664,0.342,8.13099309062737e-12,"0","Dusp6"
2.53070359098021e-16,1.03880413086017,0.767,0.455,8.17062961383872e-12,"0","Igf2bp2"
3.00595556896276e-16,1.07783002036146,0.793,0.49,9.70502814995318e-12,"0","Ror2"
3.06291254824102e-16,1.32608689464472,0.737,0.505,9.88891945325094e-12,"0","Klf12"
3.16809515164245e-16,1.43636762287331,0.616,0.307,1.02285120065928e-11,"0","Grm7"
3.32654857650621e-16,1.00462875721793,0.78,0.513,1.0740094734108e-11,"0","Elk3"
3.33523693004489e-16,1.43776535648559,0.621,0.317,1.07681459523429e-11,"0","Agtr1a"
3.43664334084736e-16,1.23386692460719,0.569,0.251,1.10955466902598e-11,"0","Tro"
3.52651585077151e-16,0.876628575867796,0.875,0.663,1.13857090758009e-11,"0","Mbd2"
3.63931680795897e-16,0.834360147021159,0.841,0.568,1.17498982461763e-11,"0","Smarcc1"
3.92303277128036e-16,1.24237203467772,0.754,0.437,1.26659036053558e-11,"0","Map1b"
5.34748747632707e-16,1.28473499587092,0.526,0.221,1.72648980660696e-11,"0","Tec"
5.80089479362955e-16,0.868126562643664,0.918,0.746,1.87287689307124e-11,"0","Baz2b"
5.89515150798223e-16,1.3275049212034,0.672,0.397,1.90330861586714e-11,"0","F2r"
6.0149001677339e-16,1.04132369687024,0.655,0.304,1.94197066815457e-11,"0","Hopx"
8.68781507014169e-16,0.71851882179442,0.897,0.661,2.80494797354595e-11,"0","H13"
9.26153904563311e-16,0.949012673976947,0.897,0.646,2.9901804962731e-11,"0","Cdc42bpa"
1.10360721708973e-15,1.50224013806394,0.504,0.214,3.56310626109589e-11,"0","6330403K07Rik"
1.2796188063396e-15,1.08997694710192,0.72,0.394,4.13137727814804e-11,"0","Bzw2"
1.30109337307275e-15,1.58728359258426,0.56,0.264,4.20071006430267e-11,"0","Fgd5"
1.36573532627116e-15,1.73282062285426,0.422,0.148,4.40941307439908e-11,"0","Aplp1"
1.49491641683848e-15,0.769421063015897,0.888,0.641,4.82648714340472e-11,"0","Tnks2"
1.88902697357021e-15,1.70045591116852,0.539,0.236,6.09891248686879e-11,"0","Unc5c"
2.00323072482116e-15,1.61587408877961,0.47,0.178,6.4676307181576e-11,"0","Dcbld1"
2.14561558624032e-15,1.26826334272269,0.879,0.626,6.9273344817355e-11,"0","Efna5"
2.43019943290974e-15,0.956454417092127,0.746,0.447,7.84614188909239e-11,"0","Rfx7"
2.49056130518629e-15,0.827854865513593,0.94,0.716,8.04102622992447e-11,"0","Rbfox2"
3.0509997680614e-15,0.765301688628461,0.703,0.389,9.85045785116304e-11,"0","Kazn"
3.32703347156792e-15,1.18792009711375,0.586,0.286,1.07416602663042e-10,"0","Pik3r3"
3.44461539468597e-15,0.987862323945524,0.733,0.389,1.11212852632831e-10,"0","Myo10"
3.59416992815143e-15,0.9802312582672,0.625,0.307,1.16041370300297e-10,"0","Emcn"
3.62873621428027e-15,1.28650323964638,0.737,0.503,1.17157377414253e-10,"0","Ldb2"
3.83972855015559e-15,1.28314969781097,0.629,0.317,1.23969475970323e-10,"0","Runx2"
3.96766574646519e-15,0.861565176503917,0.819,0.58,1.28100056290375e-10,"0","Cnot2"
4.2519141908348e-15,0.882915783472638,0.853,0.621,1.37277301565292e-10,"0","Ptprs"
4.80682466191252e-15,1.21352572981066,0.629,0.324,1.55193141034508e-10,"0","Fbn2"
5.17897833290528e-15,1.90059976629632,0.526,0.249,1.6720849445618e-10,"0","Mark1"
5.30450201135079e-15,1.25999853369617,0.629,0.302,1.71261151938472e-10,"0","Tmem98"
6.65168646867857e-15,1.22945538204991,0.616,0.309,2.14756349327756e-10,"0","Eya1"
6.77648665646278e-15,3.15234841235073,0.302,0.075,2.18785648190557e-10,"0","Cxcl14"
7.35668048584042e-15,0.957620625990912,0.759,0.432,2.37517786165844e-10,"0","Yeats2"
9.47183394705062e-15,0.810519277950795,0.841,0.575,3.05807630814476e-10,"0","Ptbp2"
9.69120139159408e-15,0.830301856906052,0.879,0.673,3.12890128129006e-10,"0","Nf1"
1.00393900839963e-14,2.70197929997157,0.267,0.053,3.24131748251906e-10,"0","Dkk1"
1.05091537604456e-14,0.668897797618881,0.94,0.746,3.39298538309746e-10,"0","Gsk3b"
1.05291093408983e-14,1.40016358452409,0.552,0.241,3.39942824180243e-10,"0","Foxd2os"
1.07451474344568e-14,1.20816298536146,0.651,0.357,3.46917830068873e-10,"0","Tmem131l"
1.07611286289914e-14,1.18435773904202,0.797,0.49,3.47433798915615e-10,"0","Plcl1"
1.15772704100725e-14,1.04881839910573,0.677,0.367,3.73783752459601e-10,"0","Dock6"
1.19607969347613e-14,2.24793298721276,0.375,0.126,3.86166289835702e-10,"0","Tbx3os1"
1.45580695369933e-14,0.776908371248647,0.914,0.786,4.70021833071367e-10,"0","Tcf12"
1.49764674977929e-14,0.665738244332267,0.922,0.731,4.83530229633741e-10,"0","Maged1"
1.53334997678878e-14,1.27835363484106,0.573,0.274,4.95057373506026e-10,"0","St8sia1"
1.74574143514201e-14,1.20273254104885,0.625,0.327,5.63630079749948e-10,"0","Cemip2"
1.76924557577827e-14,0.802553293980953,0.884,0.651,5.71218626595774e-10,"0","Tut4"
1.77802918647369e-14,0.787608590440957,0.845,0.56,5.74054503144897e-10,"0","Smarce1"
1.7864454529391e-14,1.06911483600187,0.608,0.291,5.76771778935917e-10,"0","Sox9"
1.82949963991295e-14,1.88591277295878,0.418,0.156,5.90672253742294e-10,"0","Agbl4"
1.85673141878677e-14,0.974688448274147,0.668,0.372,5.99464305869498e-10,"0","Rgs5"
2.2323227348354e-14,0.73454050822805,0.836,0.535,7.20727718168958e-10,"0","Prmt1"
2.64718965115444e-14,2.0391394657836,0.384,0.133,8.54671650771724e-10,"0","Tmc8"
2.90324224978433e-14,0.841030258001655,0.815,0.558,9.3734079276537e-10,"0","Kdm5a"
2.92156032390576e-14,0.687629231752007,0.862,0.535,9.43254966176213e-10,"0","Pakap.1"
2.93916917362827e-14,1.00483212487488,0.677,0.367,9.48940159397622e-10,"0","Sorbs1"
2.99794093410902e-14,1.60746480520054,0.478,0.201,9.67915209986438e-10,"0","Wasf1"
3.23848246754094e-14,1.31655275380188,0.5,0.209,1.04557644947027e-09,"0","Cd82"
3.31654473501732e-14,1.32923012508513,0.513,0.229,1.07077963314769e-09,"0","Fignl2"
3.556981408008e-14,0.746082058154555,0.819,0.595,1.14840701738946e-09,"0","Jarid2"
3.9612608445128e-14,0.806415674034338,0.866,0.598,1.2789326762594e-09,"0","Tpm1"
3.98526628284661e-14,1.02480336389668,0.836,0.5,1.28668307207986e-09,"0","Tmem176a"
4.0252187643115e-14,0.680685926488149,0.888,0.58,1.29958213024561e-09,"0","Atxn1"
