"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.95763273144535e-29,2.59703867726762,0.963,0.347,6.32041303674447e-25,"Uni Fibro (Col15a1)","Abi3bp"
2.36897823975271e-29,3.91078956980597,0.87,0.321,7.64848314486561e-25,"Uni Fibro (Col15a1)","Gxylt2"
7.63582972944195e-29,2.27957591816011,1,0.878,2.46530398644763e-24,"Uni Fibro (Col15a1)","Col1a2"
7.83239945435128e-29,3.28361687231392,0.833,0.24,2.52876848783186e-24,"Uni Fibro (Col15a1)","Fhl1"
1.83633754998951e-28,2.00468345243026,1,0.899,5.92879941389614e-24,"Uni Fibro (Col15a1)","Ctsl"
5.42340943281073e-28,2.15638453107635,0.944,0.304,1.75100196947727e-23,"Uni Fibro (Col15a1)","Gas6"
1.01121877478398e-27,2.68551274992911,1,0.575,3.26482093626757e-23,"Uni Fibro (Col15a1)","Matn2"
1.09202695182764e-27,1.87971571180553,1,0.892,3.52571821667072e-23,"Uni Fibro (Col15a1)","Igfbp7"
1.13591256557753e-27,2.78956777748462,0.981,0.552,3.66740730922362e-23,"Uni Fibro (Col15a1)","Plpp1"
1.31603627399435e-27,3.24807334923815,0.63,0.102,4.24895471421817e-23,"Uni Fibro (Col15a1)","Slco2b1"
2.51616814222894e-27,2.55051735213534,1,0.872,8.12370046400036e-23,"Uni Fibro (Col15a1)","Col1a1"
4.62490974214205e-27,2.45890129573116,1,0.536,1.49319835934798e-22,"Uni Fibro (Col15a1)","Lum"
7.15598862604009e-27,3.57938897654524,0.556,0.08,2.3103824878033e-22,"Uni Fibro (Col15a1)","Ccl19"
8.07293994599016e-27,3.46516419842944,0.574,0.087,2.60642939096238e-22,"Uni Fibro (Col15a1)","Omd"
1.44262093380619e-26,3.56805192673987,0.926,0.361,4.65764594688666e-22,"Uni Fibro (Col15a1)","Eln"
1.68185989657652e-26,2.65589210290813,0.759,0.172,5.43005286208695e-22,"Uni Fibro (Col15a1)","Nr1d1"
1.71959460780376e-26,3.8905931084442,0.667,0.144,5.55188315075522e-22,"Uni Fibro (Col15a1)","Ndufa4l2"
1.74409634582703e-26,3.40662187489005,0.537,0.071,5.63098946213715e-22,"Uni Fibro (Col15a1)","Bmpr1b"
2.02688563181586e-26,3.03661897357771,0.852,0.29,6.5440029508807e-22,"Uni Fibro (Col15a1)","Pltp"
2.72371634065088e-26,2.65965070867996,0.815,0.198,8.79379057742543e-22,"Uni Fibro (Col15a1)","Aspn"
3.67124283329006e-26,4.13053565636296,0.519,0.073,1.18529746115603e-21,"Uni Fibro (Col15a1)","D630003M21Rik"
6.80230377424138e-26,2.79148443188109,0.87,0.273,2.19619179655157e-21,"Uni Fibro (Col15a1)","Col15a1"
9.22441308838338e-26,2.21664366132677,0.667,0.118,2.97819400971546e-21,"Uni Fibro (Col15a1)","Col4a3"
1.4140787713449e-25,7.33964453045862,0.222,0.003,4.56549472116413e-21,"Uni Fibro (Col15a1)","Lrrc7"
2.07294962881412e-25,2.96575246496757,0.796,0.245,6.69272517158925e-21,"Uni Fibro (Col15a1)","Myl9"
3.12233807024645e-25,2.73450730321108,0.963,0.776,1.00807806935977e-20,"Uni Fibro (Col15a1)","Pmepa1"
3.93570480734743e-25,2.30435724875129,0.907,0.286,1.27068165410019e-20,"Uni Fibro (Col15a1)","Scn7a"
7.94098479581823e-25,4.09306514087233,0.593,0.116,2.56382635117787e-20,"Uni Fibro (Col15a1)","Heyl"
9.60126497644504e-25,4.73070303462936,0.352,0.026,3.09986441029505e-20,"Uni Fibro (Col15a1)","Adamts17"
1.31307934791653e-24,4.08608603320521,0.426,0.045,4.23940798268332e-20,"Uni Fibro (Col15a1)","Sgip1"
5.37984310726416e-24,1.32214817253191,0.981,0.264,1.73693614561131e-19,"Uni Fibro (Col15a1)","Mfap5"
6.3655298939286e-24,3.04224263581291,0.907,0.45,2.05517498155379e-19,"Uni Fibro (Col15a1)","Kcnt2"
7.88194820564825e-24,3.36708929644251,0.759,0.238,2.5447657976756e-19,"Uni Fibro (Col15a1)","Tspan11"
1.04695360736342e-23,2.01481229391561,0.926,0.323,3.38019441673355e-19,"Uni Fibro (Col15a1)","Ltbp1"
1.73446201977453e-23,0.788124047717618,0.981,0.318,5.59988407704403e-19,"Uni Fibro (Col15a1)","Pi16"
